"gene","cope"
"GSX1",-0.078427021252984
"IRF8",-0.078427021252984
"KRT86",-0.078427021252984
"OSM",-0.078427021252984
"S100A4",-0.078427021252984
"TFEC",-0.078427021252984
"COL4A4",-0.0782875610625782
"ZNF185",-0.077903354378502
"NXPH4",-0.0775369083846
"ELOVL7",-0.0773486816715176
"KHDC1",-0.0765442710239806
"EPHB3",-0.0765128123297318
"SYCP3",-0.0763535328396433
"ARHGAP29",-0.0762901473014393
"TG",-0.0758775241294761
"AFF2",-0.0755213621472789
"UPP1",-0.0754288062552762
"ATF5",-0.0754277618526226
"SLCO2A1",-0.0753989117604853
"PLAC8",-0.0753903897020505
"PTK6",-0.0753903897020505
"RPE65",-0.0753903897020505
"TRPC7",-0.0753903897020505
"ADAM12",-0.0752892449737301
"CDH8",-0.0744199467504001
"MARS2",-0.074319817179259
"PCDH9",-0.0742914979757085
"RAPGEF6",-0.0739635548835381
"SNX32",-0.0738517243916573
"ANO3",-0.0735519236538149
"KCNA2",-0.0727465249578494
"GNMT",-0.0720724050476855
"LRRC4C",-0.0719465591571308
"ADCYAP1",-0.0715010603585718
"SLC5A4",-0.0708739750103184
"ALKBH8",-0.0707768238731469
"LAT2",-0.0696555506373839
"FGD3",-0.069554682416125
"IL10RA",-0.0694603951325503
"RFTN1",-0.0693452958246274
"SDK2",-0.0689876832960815
"F2RL2",-0.0688688810384498
"APLNR",-0.0688600420624731
"FMO1",-0.0688600420624731
"SAR1A",-0.0687347830737427
"MPP4",-0.068696132618042
"CHI3L1",-0.0670446264318329
"MAP3K19",-0.0670446264318329
"ABCA13",-0.067028737196764
"ACSM5",-0.067028737196764
"ARHGEF15",-0.067028737196764
"FLT4",-0.067028737196764
"HHEX",-0.067028737196764
"HTR1F",-0.067028737196764
"IKZF3",-0.067028737196764
"NRROS",-0.067028737196764
"PTGER4",-0.067028737196764
"SCGB2B2",-0.067028737196764
"TAGAP",-0.067028737196764
"TMEM45B",-0.067028737196764
"RSPO2",-0.0667008923320748
"CPNE4",-0.06619424524029
"SGCG",-0.0659616496051095
"PPP1R3D",-0.0659328418795497
"SLC6A1",-0.0658699384714026
"NOL6",-0.0656440921403702
"TRPC6",-0.0654509875275107
"TUFT1",-0.0654164174970848
"ZNF25",-0.0651139323972359
"DLX6",-0.0645724298894963
"SLIT2",-0.0644023992099371
"CHST11",-0.0643526756522291
"SOCS5",-0.0639523139032048
"TMEM144",-0.0639284992448584
"OGDHL",-0.0625604649882554
"NNAT",-0.0625506072874494
"UPK2",-0.0624105633680248
"ADGRE5",-0.0620222607626589
"CDH5",-0.0620222607626589
"IDI2",-0.0620222607626589
"MALL",-0.0620222607626589
"MYRFL",-0.0620222607626589
"PTGS2",-0.0620222607626589
"RASAL3",-0.0620222607626589
"RNF128",-0.0620222607626589
"SOX18",-0.0620222607626589
"DUSP8",-0.0620061108524942
"PCDHA4",-0.0613352616043745
"GPR143",-0.0607852957540665
"TGFBI",-0.0603083292717534
"CCDC170",-0.0601525800496169
"STARD6",-0.0595648630784292
"FREM1",-0.0589457470377701
