"gene","cope"
"APOBEC3A",0.0263219127969371
"EVI2B",0.0263481179498416
"VIP",0.0265730497682075
"GDF10",0.0266589894004505
"RAC2",0.0270103130835089
"CLEC4D",0.0273421458970991
"KCNN4",0.0274235401253592
"TBC1D2B",0.0275034712394513
"ZNF649",0.027519584108872
"CYP4A11",0.0275463095234348
"HSD17B2",0.027593193481135
"ZSCAN5B",0.0276164184599939
"CCR1",0.0277405751809346
"KLK6",0.0277820783532244
"GCNT3",0.0277852289327015
"P2RX1",0.0278183717260298
"WFIKKN2",0.0281220775208978
"C6orf141",0.02814054095523
"ACAN",0.0283520390123746
"CSNK2A2",0.028463680786656
"ZBTB32",0.0285347391567378
"GATA3",0.0286563169073016
"KRTAP3-2",0.0287684624451282
"OR2AK2",0.0288161323490715
"STAC2",0.0288483682686136
"S100A8",0.0288884048072175
"SCARA5",0.0289792378104018
"UTY",0.0293416143899453
"PLEKHA3",0.02947345567149
"UTS2B",0.0295846408931126
"CD180",0.0296968558492321
"HAVCR1",0.0298998877406273
"TULP2",0.0299481095253175
"PZP",0.0299638834016943
"FRK",0.0300402911063905
"C17orf78",0.0300605619387782
"CPLX4",0.0301167816862173
"AKAP3",0.0302727337368326
"CSF1R",0.0308915488292826
"CEACAM8",0.0309057743629303
"APOB",0.0309619095875819
"TMEM26",0.0310817893192228
"AMZ1",0.0311310193697498
"SUSD1",0.0312700540718708
"CD52",0.031433448363232
"KERA",0.0314490596147962
"SUCNR1",0.0314720111411735
"IP6K3",0.0316416911471062
"KLRB1",0.0317090240825961
"G6PC2",0.0317973115003671
"UCN3",0.0318381179848021
"GLP2R",0.0319584137025942
"PBOV1",0.032012319848741
"ZNF404",0.0320308545581835
"TEX14",0.032169746121201
"TPRG1",0.0324850294900602
"APOD",0.0324858554544543
"PCDHA2",0.0326414769877633
"ZFHX3",0.032669803840336
"SKOR2",0.0327526354455896
"WNT8A",0.0327609434791264
"OR2L3",0.0328179391184348
"TREM1",0.0328722367969197
"GJA4",0.0329491090697404
"KDM5D",0.033247178253275
"ONECUT1",0.0333785042993421
"PYCARD",0.033894556358227
"CETP",0.0339219177388541
"HTR1D",0.0339356152525058
"ITGBL1",0.0339838340072523
"LHX5",0.0340309707208714
"WHRN",0.0344823987654523
"SRY",0.0345926043039246
"ALX4",0.0347465745144778
"WDR87",0.0349384500812369
"FGR",0.0351415195002275
"TAS1R1",0.035195399095412
"PLEK",0.0352084603025217
"DISP3",0.0352386703211523
"PITX2",0.0352456475573202
"ADGB",0.0352553896634841
"INSL5",0.035295412547797
"PPEF2",0.0353502355620698
"MYZAP",0.0355360941499719
"C10orf90",0.0356495736895813
"LCK",0.0356578853792881
"PPP1R36",0.0356913696090961
"AIF1",0.0358486916127414
"ACVR1",0.0359477594128177
"GPR34",0.0359766054193888
"IL31RA",0.0360291469945005
"HBA2",0.0361096574331492
"IL7R",0.0362642563942521
"SLC5A4",0.036546223134689
"ZNF134",0.036565567492251
"NPC1L1",0.0367386807109109
"UMODL1",0.0367596990677114
"GPR18",0.0369518991940641
"NR0B1",0.0369748975343433
"PLAC8",0.0369777431289023
"CACNG5",0.0370666035847408
"NLGN4Y",0.0371325180004324
"GPR65",0.0372908668445478
"ECSCR",0.0373372014924507
"SNRPD3",0.037474720986725
"GDF7",0.0376232747012882
"FBXW10",0.0382209754546469
"IGFN1",0.038225631594205
"FGL2",0.0384796845932637
"FMO2",0.0386005904017376
"RPEL1",0.0388475226281823
"FAM83F",0.0389499105449281
"SLC1A7",0.0393006455653884
"STAB2",0.0393495698928919
"C15orf62",0.0393823556648314
"CSAG1",0.0394685618944084
"DLX3",0.0394896953614181
"STX19",0.0396359525964527
"IL1B",0.0396931408596084
"ARHGDIB",0.0398638947184552
"ZNF517",0.0401364230201748
"LRRC71",0.0401801506210879
"C2orf16",0.0402881527487554
"PIEZO2",0.0403112129204282
"PDC",0.0405477879262313
"SOX10",0.0406891944526379
"MOGAT3",0.0409615336250946
"AGR2",0.0409849590708304
"CYSLTR1",0.0410084004796743
"USP6",0.0411199162070399
"ZNF662",0.0411317580499029
"TLX3",0.0412302856015
"ANKUB1",0.0412541324530517
"CD70",0.041412668131274
"TRPV4",0.0415443256371738
"ZNF600",0.0416574674561524
"SLC35D3",0.0417052976651754
"HBZ",0.0418338662249496
"BSPH1",0.041891522291679
"USP26",0.0419190939382005
"BLID",0.0420983417034767
"ADGRD2",0.042634339758822
"SUSD3",0.0426765902661895
"SERPINC1",0.0427827018715065
"IL1R2",0.0428115941892057
"TKTL2",0.0429508058819517
"TMEM71",0.0431104251754516
"MYOCD",0.0434708521904453
"ABHD12B",0.0434971631983557
"ZNF426",0.0438211739699732
"ZNF226",0.0441266662282768
"AREG",0.0441443399976978
"LY6K",0.0441555919510352
"USP50",0.0441877018046959
"TMCO2",0.0442860534011716
"ITK",0.0443251750770482
"MTUS1",0.0447440985557684
"ADORA3",0.0450495630673356
"PKD1L3",0.0452727797401811
"RAB6C",0.0453107294249112
