"nhoods1","nhoods2","sim"
"71671","1758",0.77020102929435
"71717","92466",0.791565313138918
"7202","4048",0.790477568594331
"72082","125596",0.761257190006054
"72151","125580",0.771778093427842
"72158","105726",0.789264246151063
"72463","165742",0.727349781499069
"72759","96680",0.71098886610926
"72999","89615",0.818777364770139
"73060","165022",0.713722570887029
"73122","68060",0.740372369681398
"7343","126390",0.754989846321728
"73459","70550",0.737962878478773
"73544","20310",0.818482741717591
"73613","168454",0.7150500362005
"74088","18639",0.818848996211027
"74104","160592",0.725194987012226
"74517","17213",0.774002713861794
"74823","5325",0.794407034913019
"75396","2095",0.768464546793058
"75942","148462",0.641594622919849
"76144","146075",0.687193444440283
"76158","73840",0.745168887033734
"76301","86918",0.795891046024472
"76613","97521",0.668407485556724
"76807","116894",0.759346381470947
"7719","12415",0.779118603377177
"77668","162661",0.705009942366752
"77778","69740",0.788197328865029
"77996","86171",0.691733571146185
"78034","20683",0.829453780326864
"78341","109561",0.731330618669539
"78612","64182",0.799597513778788
"79397","40443",0.786964416017703
"79947","80213",0.689475816104779
"79968","39544",0.759424576923404
"80019","76160",0.785896402708829
"80126","68537",0.781233158647088
"80335","112924",0.770758904952037
"80556","27005",0.676905458770285
"80832","34029",0.743966924861387
"81273","157483",0.741747152312038
"81374","117349",0.79439733331082
"81389","90915",0.792491343886799
"82238","8525",0.758293831673422
"8227","89983",0.767906433210648
"82374","71022",0.740656209365626
"82391","64680",0.808292607537839
"82450","92209",0.770300776864012
"8253","37646",0.728125437837326
"82540","14491",0.739269567052213
"8277","2530",0.777325980311248
"83119","66628",0.779183693572241
"83173","6330",0.730435251144746
"83574","142780",0.68811996681358
"83737","94835",0.737636633234045
"83809","174215",0.782499743419021
"8405","102062",0.771294703290733
"84098","39322",0.771450384627717
"8439","152804",0.758147195910203
"85343","171173",0.702143177270812
"85394","151901",0.747922297366933
"85713","76213",0.764373174661352
"85780","61453",0.650537639573579
"86101","174816",0.710708673728709
"86289","31137",0.811089216089201
"86383","73390",0.705751801738012
"86635","44834",0.758033517231454
"86714","125047",0.758536705925946
"87310","172551",0.701628787803355
"87500","12188",0.795513102344746
"88194","153918",0.759494694700561
"88212","154083",0.711515233723089
"88226","137972",0.682784024980585
"88343","163928",0.705638448837385
"88905","67179",0.794432595098882
"88910","107584",0.705324091204009
"89103","47189",0.704540346474595
"89459","75713",0.827122848672595
"89947","65211",0.798721978018693
"89950","17193",0.750385230476775
"90109","156618",0.698870372893436
"90602","89858",0.793947353677009
"90744","165546",0.710609107936192
"90825","38098",0.738979658632487
"90901","146049",0.616561921058304
"90984","143160",0.729880743806548
"91020","164369",0.70778860243943
"91102","8136",0.730100976882091
"91234","77274",0.68527738306496
"91668","149686",0.778296296188894
"91698","80585",0.784585325307114
"91750","127279",0.811556255704505
"92089","73049",0.732566274975394
"92196","21979",0.801329442038736
"92327","140809",0.724881020995166
"92333","147524",0.714172294823959
"92590","162439",0.673568774558093
"92807","26187",0.713808788778546
"93159","130243",0.811543162293078
"93406","100072",0.720380110511721
"93571","3345",0.718639978292272
"93852","173859",0.712278248557521
"94265","111531",0.824321187479022
"94474","128411",0.7345809231975
"9448","3179",0.789373942685387
"95267","94669",0.814975863526491
"95865","98606",0.668587731625019
"9616","99965",0.787061327081176
"96192","65394",0.653453151925042
"96496","87",0.79568462914859
"96706","159766",0.735290713967164
"96753","141822",0.699620424975552
"96788","148298",0.696602298898772
"9683","38017",0.741267773289743
"96869","30892",0.765282464974159
"96985","116040",0.796239778186871
"97176","119643",0.618892630915753
"97729","7957",0.713448221370902
"97837","34633",0.72670377437698
"97864","129004",0.744631156452394
"98063","56354",0.713975786670559
"9819","106285",0.718971521779621
"98310","57101",0.704315783605462
"98721","158183",0.706611559767821
"98912","3722",0.731715956686071
"99644","70247",0.719609040578776
